UniqueIDN,LAT,LON,PlantType,FuelType,Capacity,Total_generation_Sum,Non_Zero_Hours_Count,Average_generation_p_hour,PLCO2RTA_total
58919_G_2127,39.291667,-121.669722,Solar PV,Solar,1.298758357,0.0,0,0.0,
58920_G_2097,37.352222,-120.506944,Solar PV,Solar,1.498567335,0.0,0,0.0,
58927_G_WT01,42.208056,-93.599444,Onshore Wind,Wind,1.5,0.0,0,0.0,
58928_G_1,40.59394971695526,-102.35739784223148,Onshore Wind,Wind,29.68381719,0.0,0,0.0,
58932_G_WT01,42.161389,-92.4425,Onshore Wind,Wind,1.5,0.0,0,0.0,
58934_G_ASH10,42.599444,-71.941944,Solar PV,Solar,0.29271483,0.0,0,0.0,
58934_G_ASH-R,42.599444,-71.941944,Solar PV,Solar,2.53686186,0.0,0,0.0,
58935_G_PV,44.139444,-73.203889,Solar PV,Solar,1.9,0.0,0,0.0,
58936_G_WLPL1,42.117222,-71.265833,Solar PV,Solar,2.34171864,0.0,0,0.0,
58937_G_GRDN1,42.586389,-72.030833,Solar PV,Solar,1.9514322,0.0,0,0.0,
58938_G_WT,34.446111,-97.269722,Onshore Wind,Wind,148.2873134,0.0,0,0.0,
58939_G_AND1,33.029444,-103.855833,Onshore Wind,Wind,5.0,0.0,0,0.0,
58940_G_AND2,33.013889,-103.865,Onshore Wind,Wind,10.0,0.0,0,0.0,
58942_G_RVSI,39.763056,-86.301111,Solar PV,Solar,2.8,0.0,0,0.0,
58943_G_1,36.441944,-77.711389,Solar PV,Solar,20.0,0.0,0,0.0,
58949_G_TBD,38.773056,-123.017778,Solar PV,Solar,1.498567335,0.0,0,0.0,
58951_G_DRLS,39.416111,-74.543889,Solar PV,Solar,8.279885993,0.0,0,0.0,
58952_G_DESS,34.302778,-78.835833,Solar PV,Solar,4.797100632,0.0,0,0.0,
58953_G_RVSII,39.766944,-86.3,Solar PV,Solar,2.7,0.0,0,0.0,
58954_G_PV,38.643611,-121.163889,Solar PV,Solar,1.0,0.0,0,0.0,
58955_G_BEAR,36.276111,-78.377222,Solar PV,Solar,4.797100632,0.0,0,0.0,
58956_G_SHAN,34.943889,-79.195833,Solar PV,Solar,4.797100632,0.0,0,0.0,
58957_G_GRAH,34.309722,-79.014444,Solar PV,Solar,4.797100632,0.0,0,0.0,
58958_G_CMLTW,41.925278,-70.64,Onshore Wind,Wind,1.5,0.0,0,0.0,
58959_G_BSF1,38.27,-94.35,Solar PV,Solar,2.8,0.0,0,0.0,
58961_G_PV,42.254167,-121.785,Solar PV,Solar,1.792984474,0.0,0,0.0,
58963_G_PV,34.136111,-118.701944,Solar PV,Solar,0.984418567,0.0,0,0.0,
58964_G_PV1,42.876111,-72.565833,Solar PV,Solar,2.0,0.0,0,0.0,
58965_G_THNDR,46.075,-102.563333,Onshore Wind,Wind,107.5,0.0,0,0.0,
58966_G_T 1-6,47.723333,-111.965278,Onshore Wind,Wind,10.0,0.0,0,0.0,
58972_G_FHUA2,31.555278,-110.35,Solar PV,Solar,4.090338164,0.0,0,0.0,
58972_G_FHUAC,31.555278,-110.35,Solar PV,Solar,13.56795098,0.0,0,0.0,
58973_G_W2CA,35.874722,-119.046111,Solar PV,Solar,19.76665333,0.0,0,0.0,
58974_G_PV1,42.459722,-72.610278,Solar PV,Solar,0.78057288,0.0,0,0.0,
58975_G_PV1,36.218806,-119.805833,Solar PV,Solar,101.9025788,0.0,0,0.0,
58981_G_BBII,41.323889,-99.323056,Onshore Wind,Wind,68.8463587,0.0,0,0.0,
58983_G_1,35.026667,-118.185556,Solar PV,Solar,44.92421212,0.0,0,0.0,
58984_G_1,36.6175,-120.290833,Solar PV,Solar,18.98185291,0.0,0,0.0,
58985_G_1,36.247778,-119.833889,Solar PV,Solar,19.9808978,0.0,0,0.0,
58986_G_1,35.223333,-119.088889,Solar PV,Solar,19.9663165,0.0,0,0.0,
58990_G_1,35.026667,-118.185556,Solar PV,Solar,14.97473737,0.0,0,0.0,
58991_G_1,36.226111,-119.905278,Solar PV,Solar,19.9808978,0.0,0,0.0,
58992_G_WND-1,42.572222,-71.944722,Onshore Wind,Wind,1.7,0.0,0,0.0,
58992_G_WND-2,42.572222,-71.944722,Onshore Wind,Wind,1.7,0.0,0,0.0,
58994_G_BWP,36.476944,-97.685556,Onshore Wind,Wind,97.67191045,0.0,0,0.0,
58995_G_OLFWT,44.462222,-93.192778,Onshore Wind,Wind,1.577457645,0.0,0,0.0,
58998_G_GWWP,36.541389,-101.565556,Onshore Wind,Wind,200.0,0.0,0,0.0,
58999_G_LEWP,35.194722,-98.907222,Onshore Wind,Wind,73.15507463,0.0,0,0.0,
59001_G_PARK,40.1275,-74.710833,Solar PV,Solar,7.598013029,0.0,0,0.0,
59003_G_1,46.449444,-110.087222,Onshore Wind,Wind,9.7,0.0,0,0.0,
59005_G_MAR1,34.6675,-102.577778,Onshore Wind,Wind,206.7506968,0.0,0,0.0,
59006_G_MARN,34.529939215285495,-102.7844494009575,Onshore Wind,Wind,136.8467069,0.0,0,0.0,
59007_G_MAR S,34.529939215285495,-102.7844494009575,Onshore Wind,Wind,188.8035877,0.0,0,0.0,
59008_G_PV1,35.323056,-118.821389,Solar PV,Solar,14.97473737,0.0,0,0.0,
59009_G_PV1,35.325278,-118.878611,Solar PV,Solar,26.95452727,0.0,0,0.0,
59010_G_MSS1,32.57,-107.48,Solar PV,Solar,52.2,0.0,0,0.0,
59013_G_SCT,42.1775,-70.740556,Solar PV,Solar,2.43929025,0.0,0,0.0,
59014_G_BLT,42.449722,-71.643056,Solar PV,Solar,4.781008891,0.0,0,0.0,
59015_G_STW,42.436944,-71.506111,Solar PV,Solar,1.9514322,0.0,0,0.0,
59017_G_GEN 1,36.316111,-80.144444,Solar PV,Solar,3.99758386,0.0,0,0.0,
59018_G_1,41.632222,-87.469167,Solar PV,Solar,2.0,0.0,0,0.0,
59019_G_1,41.521389,-87.436111,Solar PV,Solar,2.0,0.0,0,0.0,
59020_G_PV1,32.940833,-112.881389,Solar PV,Solar,31.92459055,0.0,0,0.0,
59021_G_HOO1,40.399722,-87.799167,Onshore Wind,Wind,98.0,0.0,0,0.0,
59022_G_1,41.978889,-70.715833,Onshore Wind,Wind,2.0,0.0,0,0.0,
59023_G_GEN 1,42.717222,-70.846389,Onshore Wind,Wind,2.0,0.0,0,0.0,
59024_G_N-54,41.602222,-81.496944,Onshore Wind,Wind,1.0,0.0,0,0.0,
59026_G_SOLAR,39.299722,-76.494167,Solar PV,Solar,0.8,0.0,0,0.0,
59028_G_0028,42.081944,-72.614444,Solar PV,Solar,1.46357415,0.0,0,0.0,
59029_G_0040,41.901667,-71.2425,Solar PV,Solar,1.9514322,0.0,0,0.0,
59030_G_0036,42.185556,-72.5825,Solar PV,Solar,2.927148301,0.0,0,0.0,
59031_G_0027,42.058889,-72.664167,Solar PV,Solar,1.46357415,0.0,0,0.0,
59032_G_0031,42.570556,-71.625,Solar PV,Solar,2.43929025,0.0,0,0.0,
59033_G_0024,42.446111,-72.623611,Solar PV,Solar,1.46357415,0.0,0,0.0,
59034_G_SHAN1,33.509722,-98.360833,Onshore Wind,Wind,202.7353177,0.0,0,0.0,
59038_G_GEN1,35.22,-81.33,Solar PV,Solar,3.497885878,0.0,0,0.0,
59039_G_GEN 1,34.9,-77.78,Solar PV,Solar,1.99879193,0.0,0,0.0,
59040_G_GEN 1,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 2,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 3,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 5,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 6,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 7,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 8,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN 9,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN10,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN11,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN12,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59040_G_GEN4,43.126944,-72.776111,Hydro,Hydro,0.2,0.0,0,0.0,
59042_G_GEN 1,35.1,-79.73,Solar PV,Solar,1.99879193,0.0,0,0.0,
59043_G_PV1,41.603611,-71.477222,Solar PV,Solar,2.0,0.0,0,0.0,
59044_G_RRSF,31.5,-111.008056,Solar PV,Solar,5.985860728,0.0,0,0.0,
59046_G_PV1,42.626667,-71.742778,Solar PV,Solar,2.14657542,0.0,0,0.0,
59047_G_GEN 1,36.48168335544964,-103.47116051231042,Onshore Wind,Wind,180.0,0.0,0,0.0,
59049_G_PS01,44.485556,-73.136944,Solar PV,Solar,2.2,0.0,0,0.0,
59050_G_GEN 1,34.75813,-77.97173,Solar PV,Solar,1.99879193,0.0,0,0.0,
59051_G_GEN 1,34.96,-78.04,Solar PV,Solar,1.99879193,0.0,0,0.0,
59052_G_GEN 1,34.52,-79.13,Solar PV,Solar,3.99758386,0.0,0,0.0,
59053_G_WT1,42.019,-93.514,Onshore Wind,Wind,3.0,0.0,0,0.0,
59055_G_PV1,40.574444,-74.648056,Solar PV,Solar,2.4,0.0,0,0.0,
59057_G_GEN 1,40.574444,-74.648056,Solar PV,Solar,2.630081433,0.0,0,0.0,
59058_G_GEN 1,38.399444,-121.960278,Solar PV,Solar,0.99904489,0.0,0,0.0,
59059_G_GEN 1,40.574444,-74.654167,Solar PV,Solar,1.948208469,0.0,0,0.0,
59060_G_WWPV,42.41,-73.24,Solar PV,Solar,0.29271483,0.0,0,0.0,
59061_G_WT1,40.011111,-89.047222,Onshore Wind,Wind,278.0,0.0,0,0.0,
59065_G_WT1,34.827778,-97.957222,Onshore Wind,Wind,106.7668657,0.0,0,0.0,
59066_G_MVII,26.522222,-97.691111,Onshore Wind,Wind,228.0,0.0,0,0.0,
59068_G_GVII,35.254184,-101.186622,Onshore Wind,Wind,179.471091,0.0,0,0.0,
59070_G_WT 1,44.466944,-71.225,Onshore Wind,Wind,12.1,0.0,0,0.0,
59071_G_WT 1,41.94143,-94.8861,Onshore Wind,Wind,20.7,0.0,0,0.0,
59075_G_BRE1,41.745556,-70.103056,Solar PV,Solar,0.9757161,0.0,0,0.0,
59076_G_WT1,45.88,-118.463333,Onshore Wind,Wind,10.0,0.0,0,0.0,
59077_G_CHA,41.686111,-70.006111,Solar PV,Solar,1.46357415,0.0,0,0.0,
59078_G_HAR1,41.696111,-70.091944,Solar PV,Solar,3.902864401,0.0,0,0.0,
59079_G_KAT1,41.361111,-70.516944,Solar PV,Solar,0.9757161,0.0,0,0.0,
59080_G_NUN1,41.358889,-70.505,Solar PV,Solar,0.9757161,0.0,0,0.0,
59081_G_HAR1,41.659722,-70.395556,Solar PV,Solar,3.902864401,0.0,0,0.0,
59082_G_DEN1,41.693056,-70.145,Solar PV,Solar,4.878580501,0.0,0,0.0,
59083_G_WT1,39.353333,-103.474167,Onshore Wind,Wind,198.4857909,0.0,0,0.0,
59084_G_RPMA,39.701111,-96.360833,Onshore Wind,Wind,73.8,0.0,0,0.0,
59085_G_INV-1,41.857222,-70.558333,Solar PV,Solar,4.390722451,0.0,0,0.0,
59086_G_GEN1,35.593611,-119.58,Solar PV,Solar,11.9797899,0.0,0,0.0,
59087_G_GEN 1,36.134444,-119.554444,Solar PV,Solar,10.98949379,0.0,0,0.0,
59088_G_GEN 1,33.165833,-115.532222,Solar PV,Solar,20.0,0.0,0,0.0,
59089_G_GEN1,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN10,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN11,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN12,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN2,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN3,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN4,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN5,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN6,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN7,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN8,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59089_G_GEN9,42.99055978174423,-72.71386860563358,Hydro,Hydro,0.1,0.0,0,0.0,
59090_G_GEN1,42.089167,-70.897778,Solar PV,Solar,1.9514322,0.0,0,0.0,
59094_G_GEN 1,34.708333,-118.130556,Solar PV,Solar,1.47662785,0.0,0,0.0,
59095_G_GEN 1,34.708333,-118.130556,Solar PV,Solar,0.984418567,0.0,0,0.0,
59096_G_GEN1,34.708333,-118.130556,Solar PV,Solar,0.984418567,0.0,0,0.0,
59097_G_PV1,40.698333,-75.151944,Solar PV,Solar,9.546221498,0.0,0,0.0,
59098_G_PV1,34.700278,-118.123611,Solar PV,Solar,0.984418567,0.0,0,0.0,
59099_G_PV1,34.700278,-118.123611,Solar PV,Solar,0.984418567,0.0,0,0.0,
59100_G_1,34.3375,-78.521944,Solar PV,Solar,4.897040229,0.0,0,0.0,
59102_G_1,35.758056,-81.416111,Solar PV,Solar,4.996979825,0.0,0,0.0,
59103_G_1,35.531944,-77.969167,Solar PV,Solar,4.996979825,0.0,0,0.0,
59105_G_1,36.390278,-79.647222,Solar PV,Solar,4.897040229,0.0,0,0.0,
59106_G_1,35.444167,-77.649444,Solar PV,Solar,1.99879193,0.0,0,0.0,
59107_G_1,35.201944,-78.081667,Solar PV,Solar,4.996979825,0.0,0,0.0,
59109_G_1,35.3025,-79.701667,Solar PV,Solar,4.996979825,0.0,0,0.0,
59110_G_1,37.246389,-93.166389,Solar PV,Solar,4.9,0.0,0,0.0,
59111_G_1,35.668333,-80.523611,Solar PV,Solar,4.996979825,0.0,0,0.0,
59112_G_1,35.720841,-79.503747,Solar PV,Solar,5.0,0.0,0,0.0,
59113_G_1,36.413889,-79.316944,Solar PV,Solar,4.996979825,0.0,0,0.0,
59114_G_1,35.710833,-80.665833,Solar PV,Solar,1.99879193,0.0,0,0.0,
59115_G_1,34.975556,-78.516667,Solar PV,Solar,1.898852334,0.0,0,0.0,
59117_G_PV1,34.834444,-78.843611,Solar PV,Solar,23.08604679,0.0,0,0.0,
59118_G_CAM1,26.195278,-97.466111,Onshore Wind,Wind,165.0,0.0,0,0.0,
59119_G_PV1,35.01,-78.11,Solar PV,Solar,1.99879193,0.0,0,0.0,
59120_G_PV1,35.01,-78.05,Solar PV,Solar,1.99879193,0.0,0,0.0,
59121_G_57449,41.751667,-70.970556,Solar PV,Solar,1.85386059,0.0,0,0.0,
59122_G_ECA11,36.831667,-121.404167,Solar PV,Solar,1.498567335,0.0,0,0.0,
59123_G_1,35.568333,-79.0325,Solar PV,Solar,4.996979825,0.0,0,0.0,
59124_G_1,36.286389,-78.386111,Solar PV,Solar,3.0,0.0,0,0.0,
59125_G_1,35.370556,-77.608333,Solar PV,Solar,1.99879193,0.0,0,0.0,
59126_G_1,35.848889,-80.553611,Solar PV,Solar,4.996979825,0.0,0,0.0,
59127_G_1,35.7875,-78.139722,Solar PV,Solar,4.996979825,0.0,0,0.0,
59128_G_57449,41.714444,-70.997222,Solar PV,Solar,3.122291521,0.0,0,0.0,
59129_G_57449,37.969722,-121.719444,Solar PV,Solar,1.098949379,0.0,0,0.0,
59130_G_57449,37.921944,-121.755556,Solar PV,Solar,1.298758357,0.0,0,0.0,
59131_G_57449,41.581111,-70.998056,Solar PV,Solar,1.26843093,0.0,0,0.0,
59132_G_57449,34.9325,-117.907222,Solar PV,Solar,1.098147407,0.0,0,0.0,
59133_G_57449,34.917222,-117.900278,Solar PV,Solar,1.098147407,0.0,0,0.0,
59134_G_57449,42.010278,-71.092222,Solar PV,Solar,1.85386059,0.0,0,0.0,
59135_G_57449,42.182222,-72.5075,Solar PV,Solar,2.53686186,0.0,0,0.0,
59136_G_57449,42.744722,-71.175,Solar PV,Solar,1.26843093,0.0,0,0.0,
59137_G_57449,41.96,-70.778611,Solar PV,Solar,5.464010161,0.0,0,0.0,
59138_G_57449,32.906111,-117.121389,Solar PV,Solar,1.1,0.0,0,0.0,
59139_G_57449,33.21,-117.170556,Solar PV,Solar,1.1,0.0,0,0.0,
59140_G_INV-1,42.529167,-71.665278,Solar PV,Solar,4.390722451,0.0,0,0.0,
59144_G_15755,39.9825,-104.940833,Solar PV,Solar,1.8,0.0,0,0.0,
59146_G_PV1,35.911667,-78.873333,Solar PV,Solar,2.998187895,0.0,0,0.0,
59147_G_1,39.404564,-79.291143,Onshore Wind,Wind,30.0,0.0,0,0.0,
59148_G_GREEN,35.831667,-77.269722,Solar PV,Solar,5.0,0.0,0,0.0,
59149_G_SIMON,36.306389,-76.997222,Solar PV,Solar,5.0,0.0,0,0.0,
59150_G_PV1,36.221667,-119.903056,Solar PV,Solar,99.90448902,0.0,0,0.0,
59152_G_THOR1,35.395833,-77.661667,Solar PV,Solar,4.996979825,0.0,0,0.0,
59153_G_WAT1,36.129722,-77.721389,Solar PV,Solar,19.9879193,0.0,0,0.0,
59154_G_BRAD1,36.260556,-77.076389,Solar PV,Solar,5.0,0.0,0,0.0,
59155_G_SHAW1,36.433333,-76.087222,Solar PV,Solar,20.0,0.0,0,0.0,
59156_G_CTR1,35.021111,-78.7875,Solar PV,Solar,4.996979825,0.0,0,0.0,
59157_G_PEC1,34.909167,-79.829444,Solar PV,Solar,4.996979825,0.0,0,0.0,
59158_G_LNG1,35.801944,-77.848889,Solar PV,Solar,4.996979825,0.0,0,0.0,
59162_G_MSC 1,35.373889,-81.086944,Solar PV,Solar,4.996979825,0.0,0,0.0,
59163_G_HSC 1,35.363889,-77.451944,Solar PV,Solar,4.996979825,0.0,0,0.0,
59164_G_NSC 1,35.781111,-77.846944,Solar PV,Solar,39.9758386,0.0,0,0.0,
59167_G_LS1,34.715,-118.095,Solar PV,Solar,1.47662785,0.0,0,0.0,
59168_G_AS,32.001389,-110.960556,Solar PV,Solar,28.93166019,0.0,0,0.0,
59169_G_LS2,34.710556,-118.166111,Solar PV,Solar,1.47662785,0.0,0,0.0,
59170_G_5MWPV,35.875278,-77.081111,Solar PV,Solar,5.0,0.0,0,0.0,
59171_G_5MWPV,36.016944,-76.883056,Solar PV,Solar,5.0,0.0,0,0.0,
59172_G_PV1,39.72,-86.193056,Solar PV,Solar,3.8,0.0,0,0.0,
59173_G_5MWPV,35.794328,-77.384542,Solar PV,Solar,4.996979825,0.0,0,0.0,
59174_G_5MWPV,36.141111,-77.211111,Solar PV,Solar,5.0,0.0,0,0.0,
59175_G_5MWPV,36.341944,-77.221111,Solar PV,Solar,5.0,0.0,0,0.0,
59176_G_5MWPV,35.801111,-77.063056,Solar PV,Solar,5.0,0.0,0,0.0,
59177_G_5MWPV,36.375,-76.938889,Solar PV,Solar,5.0,0.0,0,0.0,
59178_G_KRS04,42.040556,-71.393611,Solar PV,Solar,2.927148301,0.0,0,0.0,
59179_G_KRS05,42.054167,-71.391667,Solar PV,Solar,3.902864401,0.0,0,0.0,
59180_G_PV1,39.913056,-86.238056,Solar PV,Solar,1.5,0.0,0,0.0,
59182_G_10-94,34.435,-117.378056,Solar PV,Solar,1.497473737,0.0,0,0.0,
59183_G_PV1,36.138056,-119.564722,Solar PV,Solar,19.78108883,0.0,0,0.0,
59184_G_PV1,35.131944,-88.586667,Solar PV,Solar,15.8,0.0,0,0.0,
59185_G_PV1,40.063743,-74.582429,Solar PV,Solar,4.870521173,0.0,0,0.0,
59186_G_PV1,40.006667,-74.730278,Solar PV,Solar,6.818729642,0.0,0,0.0,
59187_G_B&H80,43.16,-98.08,Onshore Wind,Wind,76.59767508,0.0,0,0.0,
59188_G_PV1,35.149722,-88.555278,Solar PV,Solar,15.8,0.0,0,0.0,
59189_G_1,35.441667,-77.85,Solar PV,Solar,1.99879193,0.0,0,0.0,
59190_G_1,35.823333,-79.080278,Solar PV,Solar,1.99879193,0.0,0,0.0,
59191_G_1,35.243056,-78.386944,Solar PV,Solar,4.996979825,0.0,0,0.0,
59192_G_1,34.500008,-78.689167,Solar PV,Solar,4.996979825,0.0,0,0.0,
59193_G_CHA1,27.5925,-97.500833,Onshore Wind,Wind,236.0,0.0,0,0.0,
59198_G_STER3,40.6316,-103.194694,Solar PV,Solar,1.6,0.0,0,0.0,
59199_G_MESA1,39.0672,-108.509139,Solar PV,Solar,1.6,0.0,0,0.0,
59200_G_1,48.964722,-99.613889,Onshore Wind,Wind,148.0,0.0,0,0.0,
59201_G_1,43.805,-92.769722,Onshore Wind,Wind,197.1822056,0.0,0,0.0,
59203_G_PV1,36.19,-119.12,Solar PV,Solar,1.497473737,0.0,0,0.0,
59203_G_PV2,36.19,-119.12,Solar PV,Solar,1.497473737,0.0,0,0.0,
59203_G_PV3,36.19,-119.12,Solar PV,Solar,1.497473737,0.0,0,0.0,
59204_G_OCIA3,29.479167,-98.297222,Solar PV,Solar,4.957819905,0.0,0,0.0,
59205_G_OCIA5,29.216667,-99.716111,Solar PV,Solar,90.14218009,0.0,0,0.0,
59206_G_OCIA6,30.993056,-102.270833,Solar PV,Solar,105.0,0.0,0,0.0,
59207_G_OCIA7,33.04,-99.5525,Solar PV,Solar,100.0,0.0,0,0.0,
59213_G_PV1,34.966944,-78.354444,Solar PV,Solar,4.996979825,0.0,0,0.0,
59217_G_PV1,35.903333,-80.416944,Solar PV,Solar,4.996979825,0.0,0,0.0,
59219_G_PV1,36.05,-119.02,Solar PV,Solar,1.497473737,0.0,0,0.0,
59219_G_PV2,36.05,-119.02,Solar PV,Solar,1.497473737,0.0,0,0.0,
59222_G_Q357,45.07,-68.21,Onshore Wind,Wind,39.47170459,0.0,0,0.0,
59223_G_WT1,42.014,-93.518056,Onshore Wind,Wind,3.0,0.0,0,0.0,
59224_G_WT1,42.006944,-93.523611,Onshore Wind,Wind,3.0,0.0,0,0.0,
59225_G_WT1,42.028333,-93.430278,Onshore Wind,Wind,3.0,0.0,0,0.0,
59226_G_WT1,42.016389,-93.515833,Onshore Wind,Wind,3.0,0.0,0,0.0,
59227_G_WT1,42.019167,-93.513611,Onshore Wind,Wind,3.0,0.0,0,0.0,
59228_G_WT1,42.498056,-93.367778,Onshore Wind,Wind,2.994939442,0.0,0,0.0,
59230_G_WT1,41.741944,-92.672222,Onshore Wind,Wind,2.994939442,0.0,0,0.0,
59231_G_WT1,41.881,-93.623056,Onshore Wind,Wind,3.0,0.0,0,0.0,
59232_G_WT1,41.978,-93.700556,Onshore Wind,Wind,3.0,0.0,0,0.0,
59234_G_GEN1,34.386944,-97.136944,Onshore Wind,Wind,98.85820896,0.0,0,0.0,
59235_G_GEN1,35.088889,-118.206389,Onshore Wind,Wind,19.52436423,0.0,0,0.0,
59236_G_GEN1,35.060556,-118.243333,Onshore Wind,Wind,97.62182116,0.0,0,0.0,
59237_G_CPII,34.408333,-116.8625,Solar PV,Solar,19.9663165,0.0,0,0.0,
59238_G_WND2,33.495278,-98.5,Onshore Wind,Wind,67.180919,0.0,0,0.0,
59239_G_ESS01,39.526111,-107.696111,Solar PV,Solar,1.0,0.0,0,0.0,
59241_G_BROCK,42.481389,-71.716944,Solar PV,Solar,2.927148301,0.0,0,0.0,
59242_G_BVRLY,42.59,-70.911944,Solar PV,Solar,1.9514322,0.0,0,0.0,
59243_G_CHAN1,34.53004465953137,-102.2617081586194,Onshore Wind,Wind,258.438371,0.0,0,0.0,
59245_G_FLUV1,32.931944,-101.143611,Onshore Wind,Wind,154.4366097,0.0,0,0.0,
59246_G_GOOD1,34.96507426246291,-101.35748736501496,Onshore Wind,Wind,481.2022223,0.0,0,0.0,
59248_G_CCMUA,39.923056,-75.1275,Solar PV,Solar,1.461156352,0.0,0,0.0,
59249_G_PV1,35.416111,-119.6825,Solar PV,Solar,19.46715859,0.0,0,0.0,
59250_G_PV1,35.4225,-119.629167,Solar PV,Solar,19.46715859,0.0,0,0.0,
59251_G_PV1,34.982778,-103.378333,Solar PV,Solar,24.4,0.0,0,0.0,
59253_G_PV1,35.63,-119.573889,Solar PV,Solar,14.67524263,0.0,0,0.0,
59256_G_BAT1,38.393333,-121.927778,Energy Storage,EnerStor,2.0,0.0,0,0.0,0.0
59257_G_YB1,37.305833,-121.755,Energy Storage,EnerStor,4.0,0.0,0,0.0,0.0
59262_G_LLRC,34.599444,-117.932778,Solar PV,Solar,4.922092833,0.0,0,0.0,
59265_G_PV8,37.267778,-120.484444,Solar PV,Solar,1.498567335,0.0,0,0.0,
59267_G_PV9,37.267778,-120.4825,Solar PV,Solar,1.498567335,0.0,0,0.0,
59268_G_PV10,36.8625,-121.428889,Solar PV,Solar,1.498567335,0.0,0,0.0,
59269_G_VMLB2,34.512778,-117.387222,Solar PV,Solar,1.497473737,0.0,0,0.0,
59270_G_VMLC2,34.511389,-117.387222,Solar PV,Solar,1.497473737,0.0,0,0.0,
59271_G_VMLD2,34.509444,-117.387222,Solar PV,Solar,1.497473737,0.0,0,0.0,
59272_G_VMLE2,34.508056,-117.387222,Solar PV,Solar,1.497473737,0.0,0,0.0,
59273_G_PALME,34.613056,-117.938889,Solar PV,Solar,9.844185665,0.0,0,0.0,
59274_G_SUTTG,40.928056,-72.771111,Solar PV,Solar,4.669966997,0.0,0,0.0,
59275_G_STERG,41.0675,-72.440278,Solar PV,Solar,1.214191419,0.0,0,0.0,
59276_G_LEAVG,40.925278,-72.763333,Solar PV,Solar,8.872937294,0.0,0,0.0,
59277_G_MED1,39.922222,-74.806667,Solar PV,Solar,1.266335505,0.0,0,0.0,
59278_G_REEV1,39.926667,-74.813611,Solar PV,Solar,0.974104235,0.0,0,0.0,
59283_G_W4236,38.001111,-121.703889,Solar PV,Solar,0.99904489,0.0,0,0.0,
59284_G_GE1.7,35.978889,-98.710278,Onshore Wind,Wind,196.7278358,0.0,0,0.0,
59295_G_NKG1,41.581667,-71.486667,Onshore Wind,Wind,1.5,0.0,0,0.0,
59296_G_NWOH1,41.016944,-84.593611,Onshore Wind,Wind,90.61052487,0.0,0,0.0,
59297_G_CARRI,40.47,-74.685,Solar PV,Solar,1.461156352,0.0,0,0.0,
59300_G_HAN1,36.306667,-119.629167,Solar PV,Solar,1.498567335,0.0,0,0.0,
59300_G_HAN2,36.306667,-119.629167,Solar PV,Solar,1.498567335,0.0,0,0.0,
59301_G_WEDC1,41.675833,-71.7075,Onshore Wind,Wind,1.5,0.0,0,0.0,
59302_G_COV2,41.6725,-71.705833,Onshore Wind,Wind,1.5,0.0,0,0.0,
59302_G_COV2A,41.6725,-71.705833,Onshore Wind,Wind,1.5,0.0,0,0.0,
59302_G_COV2B,41.6725,-71.705833,Onshore Wind,Wind,1.5,0.0,0,0.0,
59305_G_WEDC3,41.695556,-71.720833,Onshore Wind,Wind,1.5,0.0,0,0.0,
59306_G_WEDC4,41.686389,-71.728333,Onshore Wind,Wind,1.5,0.0,0,0.0,
59308_G_BEAC5,35.248889,-118.034444,Solar PV,Solar,35.9393697,0.0,0,0.0,
59309_G_BEAC2,35.265833,-117.999167,Solar PV,Solar,44.92421212,0.0,0,0.0,
